year,week,total_vol,Detected,fit_total_vol_ensem,lwr_total_vol_ensem,upr_total_vol_ensem,fit_total_vol_1,lwr_total_vol_1,upr_total_vol_1,fit_total_vol_2,lwr_total_vol_2,upr_total_vol_2,w1,forecast_origin_id,last_obs_id,n_ahead,forecast_step,model,dep_var,Prior
2016,10,796,11,332.2016715,0,1368.139632,357.190114,0,1991.13292,291.7065864,0,830.1952546,0.575842253,7,52,1,3,kf_ensemble,total_vol,informative
2016,10,796,11,358.4234911,0,1229.780438,380.0953874,0,1790.294876,328.4224169,0,757.9543963,0.561031899,8,52,1,2,kf_ensemble,total_vol,informative
2016,10,796,11,558.9938296,0,1188.948767,608.1756594,0,1636.55411,489.5997034,138.4488086,872.2400298,0.560127572,9,52,1,1,kf_ensemble,total_vol,informative
2016,11,553,3,291.8825431,0,1427.129186,313.5641216,0,2129.856617,256.7684919,0,835.1343548,0.575842253,7,52,1,4,kf_ensemble,total_vol,informative
2016,11,553,3,312.731616,0,1308.438862,331.1925621,0,1958.155861,287.260828,0,771.5125923,0.561031899,8,52,1,3,kf_ensemble,total_vol,informative
2016,11,553,3,490.6831354,0,1353.926318,535.0687717,0,1933.848126,429.1105578,17.82824597,908.4399996,0.560127572,9,52,1,2,kf_ensemble,total_vol,informative
2016,11,553,3,652.4026228,29.16956597,1289.584014,693.9108447,0,1730.847687,589.6056034,177.3166146,1001.386792,0.55446212,10,52,1,1,kf_ensemble,total_vol,informative
2016,12,508,3,270.6816162,0,1358.927912,284.2703168,0,2066.825915,252.2058827,0,776.6949474,0.561031899,8,52,1,4,kf_ensemble,total_vol,informative
2016,12,508,3,431.3810553,0,1437.017526,471.9257403,0,2130.17507,376.437983,0,920.4620764,0.560127572,9,52,1,3,kf_ensemble,total_vol,informative
2016,12,508,3,573.3041654,0,1433.013727,609.348723,0,2020.31179,519.2052173,63.97566562,1051.197968,0.55446212,10,52,1,2,kf_ensemble,total_vol,informative
2016,12,508,3,489.986243,0,1100.255527,486.1240248,0,1533.646412,492.0618351,147.8337406,822.8789051,0.537520475,11,52,1,1,kf_ensemble,total_vol,informative
2016,13,696,16,379.1762154,0,1466.28233,413.4811418,0,2217.621436,333.2018516,0,915.3603919,0.560127572,9,52,1,4,kf_ensemble,total_vol,informative
2016,13,696,16,504.0569682,0,1504.827691,534.1452018,0,2186.33168,457.61906,0,1057.102845,0.55446212,10,52,1,3,kf_ensemble,total_vol,informative
2016,13,696,16,432.2138772,0,1265.328257,429.9354885,0,1865.667193,432.4451048,0,877.6568245,0.537520475,11,52,1,2,kf_ensemble,total_vol,informative
2016,13,696,16,448.4438413,0,1046.086836,453.0797412,0,1483.024307,442.2690578,118.2165028,754.9003641,0.527090843,12,52,1,1,kf_ensemble,total_vol,informative
2016,14,1126,41,445.5887677,0,1559.886115,473.4662739,0,2300.280914,401.9308126,0,1046.670587,0.55446212,10,52,1,4,kf_ensemble,total_vol,informative
2016,14,1126,41,381.6006223,0,1366.751408,379.8673595,0,2049.896069,381.0251945,0,894.6765881,0.537520475,11,52,1,3,kf_ensemble,total_vol,informative
2016,14,1126,41,392.5624052,0,1199.753962,395.2480778,0,1820.626106,389.5751161,0,809.1821184,0.527090843,12,52,1,2,kf_ensemble,total_vol,informative
2016,14,1126,41,577.4109603,0,1189.859448,610.9256772,0,1649.739545,537.7399258,225.2749762,877.5152963,0.525486026,13,52,1,1,kf_ensemble,total_vol,informative
2016,15,408,0,333.7211961,0,1403.048846,328.2455305,0,2143.055878,337.618703,0,901.4851742,0.537520475,11,52,1,4,kf_ensemble,total_vol,informative
2016,15,408,0,346.8391676,0,1289.212921,348.3548847,0,2008.848695,344.4287924,0,820.7224189,0.527090843,12,52,1,3,kf_ensemble,total_vol,informative
2016,15,408,0,510.1460596,0,1329.960762,539.8727496,0,1958.223119,474.4279541,46.81329756,919.3715446,0.525486026,13,52,1,2,kf_ensemble,total_vol,informative
2016,15,408,0,925.9157786,297.7945543,1563.839645,982.5607278,0,2033.778466,852.9448679,419.3734766,1329.550695,0.54444326,14,52,1,1,kf_ensemble,total_vol,informative
2016,16,1432,135,307.3778514,0,1333.339166,308.1128511,0,2123.388783,304.6409887,0,833.2805596,0.527090843,12,52,1,4,kf_ensemble,total_vol,informative
2016,16,1432,135,447.9112652,0,1402.387894,473.1325763,0,2135.432095,417.8011832,0,927.8648686,0.525486026,13,52,1,3,kf_ensemble,total_vol,informative
2016,16,1432,135,819.5202319,0,1686.054447,871.2619563,0,2297.771967,751.9635598,186.4440526,1370.897863,0.54444326,14,52,1,2,kf_ensemble,total_vol,informative
2016,16,1432,135,400.4764694,0,1048.902223,360.3893448,0,1402.596313,457.3051502,3.56105011,859.0832986,0.571144304,15,52,1,1,kf_ensemble,total_vol,informative
2016,17,2459,235,396.1099926,0,1438.772774,415.2161779,0,2233.084656,372.0815869,0,922.0584796,0.525486026,13,52,1,4,kf_ensemble,total_vol,informative
2016,17,2459,235,724.1171606,0,1732.582903,771.7951011,0,2426.017735,662.87451,0.616348088,1374.454043,0.54444326,14,52,1,3,kf_ensemble,total_vol,informative
2016,17,2459,235,352.0568828,0,1229.661631,316.2669586,0,1732.211378,401.8770714,0,926.9364874,0.571144304,15,52,1,2,kf_ensemble,total_vol,informative
2016,17,2459,235,1159.000156,449.660152,1894.642835,1248.717341,193.2492642,2306.699345,987.6933544,413.3798606,1689.651179,0.614699186,16,52,1,1,kf_ensemble,total_vol,informative
2016,18,1254,81,639.6059282,0,1751.372183,683.6732167,0,2503.189946,583.5445721,0,1350.643022,0.54444326,14,52,1,4,kf_ensemble,total_vol,informative
2016,18,1254,81,310.9158595,0,1334.887508,277.7811376,0,1933.647576,355.3261455,0,980.3440744,0.571144304,15,52,1,3,kf_ensemble,total_vol,informative
2016,18,1254,81,1018.603528,42.97215882,2014.639735,1099.548469,0,2551.763511,865.7257806,139.4292209,1751.465156,0.614699186,16,52,1,2,kf_ensemble,total_vol,informative
2016,18,1254,81,2085.145286,1303.921696,2870.909781,2115.180124,1025.458736,3199.004509,2014.210275,1057.037205,3024.935193,0.564434374,17,52,1,1,kf_ensemble,total_vol,informative
2016,19,2210,264,270.4283167,0,1391.275951,238.7329106,0,2048.467987,313.1523224,0,994.9587537,0.571144304,15,52,1,4,kf_ensemble,total_vol,informative
2016,19,2210,264,893.0843562,0,2046.563395,963.8943247,0,2651.50529,760.8176799,0,1743.918994,0.614699186,16,52,1,3,kf_ensemble,total_vol,informative
2016,19,2210,264,1826.163763,733.8605628,2906.951504,1861.782161,340.612133,3366.837194,1754.321509,457.2126412,3112.235782,0.564434374,17,52,1,2,kf_ensemble,total_vol,informative
2016,19,2210,264,1125.719129,331.8230304,1913.768022,1132.559779,49.46190682,2224.826181,1127.188217,169.516579,2055.441501,0.583550119,18,52,1,1,kf_ensemble,total_vol,informative
2016,20,1068,109,784.6609802,0,2056.989751,844.8946362,0,2680.68284,669.6721816,0,1738.489708,0.614699186,16,52,1,4,kf_ensemble,total_vol,informative
2016,20,1068,109,1600.689522,352.6612894,2865.721002,1639.074458,0,3403.636802,1528.837032,17.42037216,3094.194473,0.564434374,17,52,1,3,kf_ensemble,total_vol,informative
2016,20,1068,109,979.8172861,0,2063.761768,995.1152969,0,2516.174534,970.7333838,0,2234.5871,0.583550119,18,52,1,2,kf_ensemble,total_vol,informative
2016,20,1068,109,1868.178911,1036.565348,2710.007168,1911.421517,809.2356003,3010.091052,1773.896765,771.2490127,2874.761453,0.598487603,19,52,1,1,kf_ensemble,total_vol,informative
2016,21,832,50,1407.370282,15.20131754,2792.801401,1445.149118,0,3367.434868,1340.149829,0,3065.515984,0.564434374,17,52,1,4,kf_ensemble,total_vol,informative
2016,21,832,50,852.0821877,0,2128.544608,873.838181,0,2645.478613,835.6103909,0,2308.999256,0.583550119,18,52,1,3,kf_ensemble,total_vol,informative
2016,21,832,50,1629.713048,498.8711468,2773.757887,1678.167936,151.2899564,3193.386658,1538.030331,163.0798756,2986.085547,0.598487603,19,52,1,2,kf_ensemble,total_vol,informative
2016,21,832,50,975.0849219,138.9632859,1794.125796,974.7192081,0,2077.95092,999.1769905,0,1970.414242,0.602636032,20,52,1,1,kf_ensemble,total_vol,informative
2016,22,620,0,745.8529053,0,2146.740634,771.4112165,0,2710.245544,723.9633129,0,2341.021382,0.583550119,18,52,1,4,kf_ensemble,total_vol,informative
2016,22,620,0,1426.549444,115.8154605,2757.63402,1475.706503,0,3241.572448,1336.748676,0,3013.600696,0.598487603,19,52,1,3,kf_ensemble,total_vol,informative
2016,22,620,0,850.9693499,0,1985.348964,859.7278663,0,2384.172153,860.4921362,0,2188.273233,0.602636032,20,52,1,2,kf_ensemble,total_vol,informative
2016,22,620,0,730.2103856,0,1541.720961,726.4767341,0,1834.956834,746.2751606,0,1708.89639,0.588757059,21,52,1,1,kf_ensemble,total_vol,informative
2016,23,2264,417,1253.392241,0,2699.680693,1301.581004,0,3259.095018,1169.552791,0,2995.254329,0.598487603,19,52,1,4,kf_ensemble,total_vol,informative
2016,23,2264,417,737.2580415,0,2055.585859,748.925416,0,2523.344629,742.877163,0,2255.250432,0.602636032,20,52,1,3,kf_ensemble,total_vol,informative
2016,23,2264,417,630.5404891,0,1747.719249,630.3227557,0,2161.031167,641.2878672,0,1961.066881,0.588757059,21,52,1,2,kf_ensemble,total_vol,informative
2016,23,2264,417,544.3439069,0,1347.956319,540.1792668,0,1647.215122,560.4872382,0,1519.527944,0.585349709,22,52,1,1,kf_ensemble,total_vol,informative
2016,24,1392,216,644.3656461,0,2082.133693,659.2828151,0,2604.785996,644.6237601,0,2340.288685,0.602636032,20,52,1,4,kf_ensemble,total_vol,informative
2016,24,1392,216,549.5561721,0,1876.45682,552.877707,0,2347.575825,555.3683363,0,2137.86152,0.588757059,21,52,1,3,kf_ensemble,total_vol,informative
2016,24,1392,216,475.2823083,0,1582.585648,476.7206081,0,1995.400282,484.6713012,0,1778.968321,0.585349709,22,52,1,2,kf_ensemble,total_vol,informative
2016,24,1392,216,1911.866815,1026.894367,2803.670648,1969.969078,864.121463,3063.631354,1737.114542,570.5565498,3071.831671,0.630263491,23,52,1,1,kf_ensemble,total_vol,informative
2016,25,2679,437,477.1398932,0,1942.79378,480.8372755,0,2472.511592,480.8190329,0,2202.704353,0.588757059,21,52,1,4,kf_ensemble,total_vol,informative
2016,25,2679,437,410.7282705,0,1697.374766,414.5364418,0,2213.305849,415.544432,0,1924.785256,0.585349709,22,52,1,3,kf_ensemble,total_vol,informative
2016,25,2679,437,1664.59276,475.1663255,2881.266154,1726.174169,228.5710703,3214.691561,1498.515216,0,3230.774746,0.630263491,23,52,1,2,kf_ensemble,total_vol,informative
2016,25,2679,437,1222.119167,356.1522747,2089.285236,1240.019614,158.7814333,2325.28942,1194.478614,40.80064188,2348.849539,0.635712217,24,52,1,1,kf_ensemble,total_vol,informative
2016,26,1945,290,358.7093462,0,1777.964183,364.3758377,0,2325.067025,358.2039938,0,2008.167339,0.585349709,22,52,1,4,kf_ensemble,total_vol,informative
2016,26,1945,290,1447.753638,71.89450117,2844.21107,1513.615913,0,3262.457156,1291.832268,0,3238.300236,0.630263491,23,52,1,3,kf_ensemble,total_vol,informative
2016,26,1945,290,1061.65925,0,2264.705882,1087.236718,0,2586.2198,1025.490352,0,2574.223171,0.635712217,24,52,1,2,kf_ensemble,total_vol,informative
2016,26,1945,290,2265.579651,1357.033371,3187.337541,2301.433123,1182.830644,3414.570474,2138.839782,884.7161383,3558.836513,0.616173799,25,52,1,1,kf_ensemble,total_vol,informative
2016,27,1740,164,1263.505132,0,2806.584727,1324.237532,0,3231.925379,1124.629984,0,3288.381953,0.630263491,23,52,1,4,kf_ensemble,total_vol,informative
2016,27,1740,164,923.8126987,0,2310.050425,953.4408765,0,2689.323616,881.9614435,0,2664.428893,0.635712217,24,52,1,3,kf_ensemble,total_vol,informative
2016,27,1740,164,1972.053229,731.0955235,3231.707311,2018.911299,492.5326014,3541.87306,1844.349811,122.2097016,3692.89195,0.616173799,25,52,1,2,kf_ensemble,total_vol,informative
2016,27,1740,164,1699.294527,789.1386761,2586.869747,1717.295214,611.3600037,2815.532748,1673.196127,412.2808504,2912.897911,0.630193264,26,52,1,1,kf_ensemble,total_vol,informative
2016,28,1660,97,798.5259652,0,2309.963004,828.6207505,0,2738.999665,758.739202,0,2697.17317,0.635712217,24,52,1,4,kf_ensemble,total_vol,informative
2016,28,1660,97,1718.785786,268.8034086,3182.223742,1773.972016,5.398152064,3548.629336,1590.791195,0,3720.185634,0.616173799,25,52,1,3,kf_ensemble,total_vol,informative
2016,28,1660,97,1478.8181,250.0596105,2707.440255,1502.163498,0,3009.929709,1446.791065,0,3138.13901,0.630193264,26,52,1,2,kf_ensemble,total_vol,informative
2016,28,1660,97,1496.996092,604.9425993,2373.854802,1497.510263,391.7344643,2590.917892,1497.44366,272.6050376,2685.000788,0.636796423,27,52,1,1,kf_ensemble,total_vol,informative
2016,29,148,0,1501.763297,0,3118.877529,1554.938611,0,3516.786627,1385.481973,0,3720.148337,0.616173799,25,52,1,4,kf_ensemble,total_vol,informative
2016,29,148,0,1292.438425,0,2709.331297,1319.234646,0,3084.062803,1256.800411,0,3164.629227,0.630193264,26,52,1,3,kf_ensemble,total_vol,informative
2016,29,148,0,1308.472572,72.00983823,2516.847867,1320.955489,0,2822.600186,1292.853855,0,2914.592292,0.636796423,27,52,1,2,kf_ensemble,total_vol,informative
2016,29,148,0,1424.545525,545.7212725,2308.057447,1423.935024,322.7695356,2516.939149,1422.969243,246.4875098,2570.413975,0.644457921,28,52,1,1,kf_ensemble,total_vol,informative
2016,30,1785,214,1126.398028,0,2709.350394,1157.883153,0,3102.670459,1091.577936,0,3204.755915,0.630193264,26,52,1,4,kf_ensemble,total_vol,informative
2016,30,1785,214,1140.993092,0,2556.484316,1160.796339,0,2924.42532,1118.311484,0,2988.276584,0.636796423,27,52,1,3,kf_ensemble,total_vol,informative
2016,30,1785,214,1248.847599,42.3806223,2469.877413,1254.947931,0,2782.242833,1239.106569,0,2817.228576,0.644457921,28,52,1,2,kf_ensemble,total_vol,informative
2016,30,1785,214,209.3426171,0,1114.607441,222.4217897,0,1335.301585,258.1016775,0,1487.023915,0.600881292,29,52,1,1,kf_ensemble,total_vol,informative
2016,31,1604,173,998.6662602,0,2560.720982,1021.477549,0,2974.086655,972.6880644,0,3041.02781,0.636796423,27,52,1,4,kf_ensemble,total_vol,informative
2016,31,1604,173,1094.034565,0,2506.523038,1106.910671,0,2882.730056,1080.920294,0,2908.203426,0.644457921,28,52,1,3,kf_ensemble,total_vol,informative
2016,31,1604,173,178.2359487,0,1426.867484,191.6875011,0,1709.99887,222.8257208,0,1901.502023,0.600881292,29,52,1,2,kf_ensemble,total_vol,informative
2016,31,1604,173,1467.833493,512.8753423,2432.448453,1482.795618,375.956795,2589.055336,1390.489309,32.76445364,2872.529122,0.588182815,30,52,1,1,kf_ensemble,total_vol,informative
2016,32,1038,91,960.0750234,0,2497.626737,979.7516023,0,2945.030954,938.2826511,0,2930.8367,0.644457921,28,52,1,4,kf_ensemble,total_vol,informative
2016,32,1038,91,153.8165935,0,1594.55908,167.5987084,0,1934.699217,192.5818212,0,2143.950541,0.600881292,29,52,1,3,kf_ensemble,total_vol,informative
2016,32,1038,91,1272.59967,0,2564.255568,1302.492022,0,2839.798765,1189.003866,0,3127.072138,0.588182815,30,52,1,2,kf_ensemble,total_vol,informative
2016,32,1038,91,1375.005445,429.8016641,2314.687043,1401.341749,300.3578346,2508.825793,1324.288599,0,2727.964869,0.585442738,31,52,1,1,kf_ensemble,total_vol,informative
2016,33,810,36,136.1140189,0,1712.868649,142.3611704,0,2103.184314,174.6969114,0,2290.38619,0.600881292,29,52,1,4,kf_ensemble,total_vol,informative
2016,33,810,36,1112.345697,0,2617.989495,1148.234109,0,2947.724264,1031.023966,0,3217.541524,0.588182815,30,52,1,3,kf_ensemble,total_vol,informative
2016,33,810,36,1194.155868,0,2490.25685,1229.45055,0,2750.858837,1137.267489,0,3024.43125,0.585442738,31,52,1,2,kf_ensemble,total_vol,informative
2016,33,810,36,911.3011727,0,1840.723611,928.7833747,0,2022.953838,908.151307,0,2209.570126,0.590541518,32,52,1,1,kf_ensemble,total_vol,informative
2016,34,835,53,969.692214,0,2600.429135,1011.036063,0,2961.790825,886.428597,0,3253.400612,0.588182815,30,52,1,4,kf_ensemble,total_vol,informative
2016,34,835,53,1037.883968,0,2521.676575,1074.022411,0,2866.796364,982.6900444,0,3118.324565,0.585442738,31,52,1,3,kf_ensemble,total_vol,informative
2016,34,835,53,791.8142011,0,2066.056243,813.1000796,0,2334.261768,782.0099704,0,2566.69458,0.590541518,32,52,1,2,kf_ensemble,total_vol,informative
2016,34,835,53,697.8853825,0,1633.286002,699.5887041,0,1805.481837,710.2234545,0,2023.996375,0.584033531,33,52,1,1,kf_ensemble,total_vol,informative
2016,35,681,22,903.2827467,0,2548.576295,939.3370129,0,2905.528676,851.9449884,0,3210.073504,0.585442738,31,52,1,4,kf_ensemble,total_vol,informative
2016,35,681,22,691.802162,0,2166.640381,717.0223271,0,2483.784041,677.656572,0,2772.24251,0.590541518,32,52,1,3,kf_ensemble,total_vol,informative
2016,35,681,22,601.7113326,0,1870.508379,613.3582243,0,2124.648484,603.9325541,0,2356.488606,0.584033531,33,52,1,2,kf_ensemble,total_vol,informative
2016,35,681,22,716.708954,0,1641.194793,726.0049065,0,1828.895646,704.0743842,0,1995.505527,0.583073815,34,52,1,1,kf_ensemble,total_vol,informative
2016,36,472,19,599.4722881,0,2216.734539,624.8350114,0,2582.909793,586.008779,0,2866.036506,0.590541518,32,52,1,4,kf_ensemble,total_vol,informative
2016,36,472,19,522.341323,0,2001.944964,538.6280458,0,2315.65098,520.468569,0,2532.135514,0.584033531,33,52,1,3,kf_ensemble,total_vol,informative
2016,36,472,19,621.3680412,0,1880.677997,640.4957473,0,2163.031665,597.7776406,0,2349.759763,0.583073815,34,52,1,2,kf_ensemble,total_vol,informative
2016,36,472,19,588.2560796,0,1510.174213,595.5862022,0,1699.339989,581.9427309,0,1876.899208,0.570305738,35,52,1,1,kf_ensemble,total_vol,informative
2016,37,557,21,458.1608153,0,2080.362597,472.1019707,0,2440.858276,454.7924377,0,2656.655691,0.584033531,33,52,1,4,kf_ensemble,total_vol,informative
2016,37,557,21,546.1307351,0,2035.368403,566.0652256,0,2361.136499,517.771946,0,2558.854637,0.583073815,34,52,1,3,kf_ensemble,total_vol,informative
2016,37,557,21,515.2854718,0,1774.623608,528.2513,0,2048.668586,502.4955913,0,2234.572754,0.570305738,35,52,1,2,kf_ensemble,total_vol,informative
2016,37,557,21,413.0766341,0,1319.594752,425.7376085,0,1514.229356,410.5128925,0,1687.714299,0.563678106,36,52,1,1,kf_ensemble,total_vol,informative
2016,38,348,1,471.8821064,0,2064.467414,497.6564533,0,2441.596766,436.6921395,0,2634.714604,0.583073815,34,52,1,4,kf_ensemble,total_vol,informative
2016,38,348,1,450.8424486,0,1902.010965,468.3622054,0,2239.686241,433.5773859,0,2437.811099,0.570305738,35,52,1,3,kf_ensemble,total_vol,informative
2016,38,348,1,356.9194263,0,1596.768571,375.3110142,0,1885.657582,347.9984323,0,2040.7108,0.563678106,36,52,1,2,kf_ensemble,total_vol,informative
2016,38,348,1,475.6545305,0,1384.153964,479.7650372,0,1581.341631,463.4693092,0,1726.423827,0.554398749,37,52,1,1,kf_ensemble,total_vol,informative
2016,39,249,1,392.5607638,0,1977.041429,411.386442,0,2338.305175,374.5951449,0,2575.175401,0.570305738,35,52,1,4,kf_ensemble,total_vol,informative
2016,39,249,1,311.5811992,0,1736.046723,330.6997613,0,2105.670084,298.2211048,0,2224.269752,0.563678106,36,52,1,3,kf_ensemble,total_vol,informative
2016,39,249,1,409.8442378,0,1646.100875,423.0481283,0,1956.306472,392.864782,0,2115.007153,0.554398749,37,52,1,2,kf_ensemble,total_vol,informative
2016,39,249,1,302.8978608,0,1215.184272,309.3329578,0,1400.354232,305.1038251,0,1568.558203,0.544285424,38,52,1,1,kf_ensemble,total_vol,informative
2016,40,245,2,266.9802505,0,1829.995814,284.1973014,0,2232.86469,258.2039498,0,2395.587558,0.563678106,36,52,1,4,kf_ensemble,total_vol,informative
2016,40,245,2,355.3957492,0,1785.476801,375.4300123,0,2134.713564,332.3373558,0,2297.131605,0.554398749,37,52,1,3,kf_ensemble,total_vol,informative
2016,40,245,2,259.178051,0,1500.163475,269.9533765,0,1790.239375,255.0270923,0,1958.384973,0.544285424,38,52,1,2,kf_ensemble,total_vol,informative
2016,40,245,2,217.0282983,0,1111.323628,226.0965052,0,1308.738996,215.4929237,0,1482.243841,0.527168237,39,52,1,1,kf_ensemble,total_vol,informative
2016,41,154,1,310.7502929,0,1873.028762,331.363794,0,2265.913331,287.006421,0,2426.776725,0.554398749,37,52,1,4,kf_ensemble,total_vol,informative
2016,41,154,1,231.77497,0,1668.17774,240.3356823,0,2005.743825,228.2425147,0,2198.264051,0.544285424,38,52,1,3,kf_ensemble,total_vol,informative
2016,41,154,1,188.9868561,0,1390.780921,198.8272098,0,1679.923793,184.6459685,0,1847.686816,0.527168237,39,52,1,2,kf_ensemble,total_vol,informative
2016,41,154,1,209.5114796,0,1100.847083,217.8068144,0,1289.937192,204.9995472,0,1437.746943,0.526993723,40,52,1,1,kf_ensemble,total_vol,informative
2016,42,71,0,202.4745735,0,1763.999463,214.5142797,0,2163.969002,197.4348725,0,2335.081999,0.544285424,38,52,1,4,kf_ensemble,total_vol,informative
2016,42,71,0,160.8799759,0,1572.1369,173.5163375,0,1938.867111,155.1211471,0,2079.033759,0.527168237,39,52,1,3,kf_ensemble,total_vol,informative
2016,42,71,0,180.4743347,0,1402.767537,189.8954853,0,1695.759129,174.8914613,0,1844.11805,0.526993723,40,52,1,2,kf_ensemble,total_vol,informative
2016,42,71,0,135.9044153,0,1011.943581,140.130124,0,1217.627383,137.0003404,0,1371.576636,0.5061544,41,52,1,1,kf_ensemble,total_vol,informative
2016,43,80,0,139.0755053,0,1687.916613,147.6396951,0,2082.259003,135.7659804,0,2218.539408,0.527168237,39,52,1,4,kf_ensemble,total_vol,informative
2016,43,80,0,157.5541101,0,1557.907037,169.6113699,0,1912.255168,148.6655784,0,2068.793544,0.526993723,40,52,1,3,kf_ensemble,total_vol,informative
2016,43,80,0,117.9829458,0,1325.208958,122.4102269,0,1599.251393,119.3661263,0,1766.559811,0.5061544,41,52,1,2,kf_ensemble,total_vol,informative
2016,43,80,0,63.41457955,0,940.4401477,64.77560466,0,1154.729358,64.95440287,0,1293.634231,0.489640807,42,52,1,1,kf_ensemble,total_vol,informative
2016,44,168,2,136.8004849,0,1642.382834,149.5506963,0,2059.142633,126.7422654,0,2196.487384,0.526993723,40,52,1,4,kf_ensemble,total_vol,informative
2016,44,168,2,103.6946606,0,1489.742516,108.9515118,0,1863.877492,104.6061777,0,2020.036418,0.5061544,41,52,1,3,kf_ensemble,total_vol,informative
2016,44,168,2,52.40470298,0,1225.160283,56.72551514,0,1545.820774,51.47830403,0,1702.72436,0.489640807,42,52,1,2,kf_ensemble,total_vol,informative
2016,44,168,2,66.50324885,0,935.4332047,65.9107473,0,1130.55658,69.63786044,0,1259.883666,0.525033167,43,52,1,1,kf_ensemble,total_vol,informative
2016,45,50,0,90.25887699,0,1605.798486,94.16386815,0,2022.13873,91.49838077,0,2173.724527,0.5061544,41,52,1,4,kf_ensemble,total_vol,informative
2016,45,50,0,37.78509685,0,1422.459021,43.57341641,0,1774.033497,37.51962808,0,1949.194395,0.489640807,42,52,1,3,kf_ensemble,total_vol,informative
