year,week,total_vol,Detected,diff_total_vol,diff_Detected,lag_total_vol,lag_Detected,fit_total_vol,lwr_total_vol,upr_total_vol,Kalman_gain_total_vol,fit_Detected,lwr_Detected,upr_Detected,Kalman_gain_Detected,seasonal_Year,forecast_origin_id,last_obs_id,n_ahead,forecast_step,model,dep_var,Prior,diff_fit_total_vol,diff_lwr_total_vol,diff_upr_total_vol,diff_fit_Detected,diff_lwr_Detected,diff_upr_Detected,fit_total_vol_new,lwr_total_vol_new,upr_total_vol_new,fit_Detected_new,lwr_Detected_new,upr_Detected_new,fit_Detected_vol,lwr_Detected_vol,upr_Detected_vol
2016,8,481,3,0,0,537,3,537,537,1239.987314,0.999876284,0.623681532,0,21.45111942,0.945205792,2016,7,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,702.9873143,0.623681532,0,21.45111942,537,537,1239.987314,3.623681532,3,24.45111942,3.623681532,3,24.45111942
2016,9,693,6,212,3,481,3,537,537,2417.41045,0.999833389,2.128350355,0,55.11264987,0.949223268,2016,5,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1177.423136,2.128350355,0,55.11264987,537,537,2417.41045,5.752031888,3,79.56376928,5.752031888,3,79.56376928
2016,9,693,6,212,3,481,3,NA,NA,NA,0.999897634,3.494273421,0,44.58465249,0.947746368,2016,6,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,162.7017235,0,1287.661719,3.494273421,0,44.58465249,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,693,6,212,3,481,3,NA,NA,NA,0.999876284,1.402728696,0,32.09399576,0.945206353,2016,7,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,928.9742209,1.402728696,0,32.09399576,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,693,6,212,3,481,3,481,481,1104.398315,0.999874822,0.323107412,0,19.30886651,0.947695417,2016,8,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,623.3983154,0.323107412,0,19.30886651,481,481,1104.398315,3.323107412,3,22.30886651,3.323107412,3,22.30886651
2016,10,796,11,103,5,693,6,616.7015588,481,2468.871964,0.999897634,2.171341686,0,40.94928768,0.947746368,2016,6,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,135.7015588,0,1364.473649,2.171341686,0,40.94928768,616.7015588,481,2468.871964,5.494449098,3,63.25815418,5.494449098,3,63.25815418
2016,10,796,11,103,5,693,6,NA,NA,NA,0.999876284,0.742165807,0,31.06049076,0.945206555,2016,7,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1061.982927,0.742165807,0,31.06049076,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,796,11,103,5,693,6,NA,NA,NA,0.999874822,0,0,21.94413693,0.947695538,2016,8,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,829.9307578,0,0,21.94413693,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,796,11,103,5,693,6,869.8716007,693,1523.567174,0.999773588,2.075333797,0,17.69257404,0.943119145,2016,9,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,176.8716007,0,830.5671738,2.075333797,0,17.69257404,869.8716007,693,1523.567174,8.075333797,6,23.69257404,8.075333797,6,23.69257404
2016,11,553,3,0,0,796,11,869.8716007,693,2668.806198,0.999876284,2.621452946,0,48.38611368,0.945206555,2016,7,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1145.239024,2.621452946,0,48.38611368,869.8716007,693,2668.806198,10.69678674,6,72.07868772,10.69678674,6,72.07868772
2016,11,553,3,0,0,796,11,NA,NA,NA,0.999874822,0.952811031,0,35.29018699,0.947695581,2016,8,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,962.4438868,0.952811031,0,35.29018699,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,553,3,0,0,796,11,NA,NA,NA,0.999773588,3.548685043,0,28.86950048,0.943119192,2016,9,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,146.8392479,0,997.5409102,3.548685043,0,28.86950048,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,553,3,0,0,796,11,881.1302976,796,1504.051848,0.999899569,4.902362233,0,26.83494727,0.945751217,2016,10,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,85.13029758,0,708.0518481,4.902362233,0,26.83494727,881.1302976,796,1504.051848,15.90236223,11,37.83494727,15.90236223,11,37.83494727
2016,12,508,3,0,0,553,3,881.1302976,796,2547.862381,0.999874822,0.558537018,0,31.26099853,0.947695581,2016,8,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1043.810533,0.558537018,0,31.26099853,881.1302976,796,2547.862381,16.46089925,11,69.0959458,16.46089925,11,69.0959458
2016,12,508,3,0,0,553,3,NA,NA,NA,0.999773588,2.52901609,0,27.43349925,0.943119211,2016,9,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,123.6154441,0,1080.856087,2.52901609,0,27.43349925,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,508,3,0,0,553,3,NA,NA,NA,0.999899569,3.894272376,0,25.48428587,0.945751225,2016,10,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,71.77533709,0,884.5583462,3.894272376,0,25.48428587,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,508,3,0,0,553,3,553,553,959.2187438,0.999822385,0,0,9.346658227,0.944398512,2016,11,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,406.2187438,0,0,9.346658227,553,553,959.2187438,3,3,12.34665823,3,3,12.34665823
2016,13,696,16,188,13,508,3,655.7333571,553,2102.587042,0.999773588,1.092778414,0,26.56683265,0.943119211,2016,9,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,102.7333571,0,1143.368299,1.092778414,0,26.56683265,655.7333571,553,2102.587042,4.092778414,3,38.91349087,4.092778414,3,38.91349087
2016,13,696,16,188,13,508,3,NA,NA,NA,0.999899569,2.902837866,0,25.17345833,0.945751229,2016,10,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,62.27375883,0,965.0823059,2.902837866,0,25.17345833,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,13,696,16,188,13,508,3,NA,NA,NA,0.999822385,0,0,19.14567141,0.944398519,2016,11,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,634.9567505,0,0,19.14567141,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,13,696,16,188,13,508,3,508,508,1076.690059,0.998787126,4.015676751,0,18.72623887,0.9456585,2016,12,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,568.6900589,4.015676751,0,18.72623887,508,508,1076.690059,7.015676751,3,21.72623887,7.015676751,3,21.72623887
2016,14,1126,41,430,25,696,16,557.6053706,508,2107.436773,0.999899569,3.839192098,0,43.06789525,0.945751229,2016,10,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,49.60537064,0,1030.746714,3.839192098,0,43.06789525,557.6053706,508,2107.436773,10.85486885,3,64.79413412,10.85486885,3,64.79413412
2016,14,1126,41,430,25,696,16,NA,NA,NA,0.999822385,0,0,13.65201416,0.944398522,2016,11,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,772.2076887,0,0,13.65201416,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,14,1126,41,430,25,696,16,NA,NA,NA,0.998787126,0,0,13.73892995,0.945658501,2016,12,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,772.5008648,0,0,13.73892995,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,14,1126,41,430,25,696,16,853.9056658,696,1442.700933,0.999872174,0,0,16.05536408,0.950950378,2016,13,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,157.9056658,0,746.7009326,0,0,16.05536408,853.9056658,696,1442.700933,16,16,32.05536408,16,16,32.05536408
2016,15,408,0,0,0,1126,41,853.9056658,696,2308.994508,0.999822385,0,0,18.08506595,0.944398522,2016,11,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,866.2935756,0,0,18.08506595,853.9056658,696,2308.994508,16,16,50.14043003,16,16,50.14043003
2016,15,408,0,0,0,1126,41,NA,NA,NA,0.998787126,0,0,18.62607524,0.945658501,2016,12,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,879.5571837,0,0,18.62607524,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,15,408,0,0,0,1126,41,NA,NA,NA,0.999872174,2.752649195,0,21.82219479,0.950950378,2016,13,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,129.4957213,0,897.8918971,2.752649195,0,21.82219479,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,15,408,0,0,0,1126,41,1484.118442,1126,2068.109474,0.999796455,19.83516472,0,39.6329189,0.947054063,2016,14,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,358.1184417,0,942.1094738,19.83516472,0,39.6329189,1484.118442,1126,2068.109474,60.83516472,41,80.6329189,60.83516472,41,80.6329189
2016,16,1432,135,1024,135,408,0,1484.118442,1126,3009.190736,0.998787126,0,0,16.30031551,0.945658501,2016,12,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,941.0812626,0,0,16.30031551,1484.118442,1126,3009.190736,60.83516472,41,96.93323441,60.83516472,41,96.93323441
2016,16,1432,135,1024,135,408,0,NA,NA,NA,0.999872174,0,0,16.53636016,0.950950378,2016,13,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,107.9290935,0,997.6667669,0,0,16.53636016,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,16,1432,135,1024,135,408,0,NA,NA,NA,0.999796455,18.93187649,0,45.03981328,0.947054064,2016,14,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,301.9649252,0,1080.663946,18.93187649,0,45.03981328,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,16,1432,135,1024,135,408,0,408,408,592.7625045,0.999923557,0,0,28.49562928,0.927878737,2016,15,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,184.7625045,0,0,28.49562928,408,408,592.7625045,0,0,28.49562928,0,0,28.49562928
2016,17,2459,235,1027,100,1432,135,497.1058092,408,1630.093802,0.999872174,15.00006092,0,38.76604005,0.950950378,2016,13,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,89.10580923,0,1037.331298,15.00006092,0,38.76604005,497.1058092,408,1630.093802,15.00006092,0,67.26166932,15.00006092,0,67.26166932
2016,17,2459,235,1027,100,1432,135,NA,NA,NA,0.999796455,13.03564423,0,47.62768397,0.947054064,2016,14,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,253.561775,0,1123.043707,13.03564423,0,47.62768397,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,17,2459,235,1027,100,1432,135,NA,NA,NA,0.999923557,0,0,9.482993381,0.92787876,2016,15,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,532.8841062,0,0,9.482993381,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,17,2459,235,1027,100,1432,135,2298.598489,1432,3422.775555,0.999952005,4.667835781,0,109.2489005,0.817979157,2016,16,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,866.5984889,0,1990.775555,4.667835781,0,109.2489005,2298.598489,1432,3422.775555,139.6678358,135,244.2489005,139.6678358,135,244.2489005
2016,18,1254,81,0,0,2459,235,2511.033383,1432,4561.721662,0.999796455,15.48269961,0,50.59186987,0.947054064,2016,14,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,212.434894,0,1138.946107,15.48269961,0,50.59186987,2511.033383,1432,4561.721662,155.1505354,135,294.8407704,155.1505354,135,294.8407704
2016,18,1254,81,0,0,2459,235,NA,NA,NA,0.999923557,1.825763686,0,62.78939834,0.927878772,2016,15,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,760.7165639,1.825763686,0,62.78939834,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,18,1254,81,0,0,2459,235,NA,NA,NA,0.999952005,118.8163397,23.07970324,230.0075811,0.817981077,2016,16,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,726.3309535,0,2197.490345,118.8163397,23.07970324,230.0075811,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,18,1254,81,0,0,2459,235,3324.068477,2459,4429.555234,0.999892315,157.3324599,46.22558576,271.2947385,0.907083231,2016,17,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,865.0684772,0,1970.555234,157.3324599,46.22558576,271.2947385,3324.068477,2459,4429.555234,392.3324599,281.2255858,506.2947385,392.3324599,281.2255858,506.2947385
2016,19,2210,264,956,183,1254,81,3324.068477,2459,5346.459276,0.999923557,0,0,53.83078602,0.927878772,2016,15,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,916.904042,0,0,53.83078602,3324.068477,2459,5346.459276,392.3324599,281.2255858,560.1255245,392.3324599,281.2255858,560.1255245
2016,19,2210,264,956,183,1254,81,NA,NA,NA,0.999952005,79.91446865,0,207.8434434,0.817982385,2016,16,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,619.4425712,0,2276.230244,79.91446865,0,207.8434434,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,19,2210,264,956,183,1254,81,NA,NA,NA,0.999892315,124.2300212,3.815273386,259.2562474,0.907083922,2016,17,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,737.2509575,0,2174.478273,124.2300212,3.815273386,259.2562474,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,19,2210,264,956,183,1254,81,1254,1254,1681.433998,0.999978314,0,0,36.88660614,0.783024934,2016,18,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,427.4339977,0,0,36.88660614,1254,1254,1681.433998,81,81,117.8866061,81,81,117.8866061
2016,20,1068,109,0,0,2210,264,1781.172556,1254,3992.73126,0.999952005,44.41879022,0,185.0098858,0.817982385,2016,16,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,527.1725563,0,2311.297262,44.41879022,0,185.0098858,1781.172556,1254,3992.73126,125.4187902,81,302.8964919,125.4187902,81,302.8964919
2016,20,1068,109,0,0,2210,264,NA,NA,NA,0.999892315,93.56234051,0,249.7901199,0.907084378,2016,17,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,624.8825174,0,2266.768967,93.56234051,0,249.7901199,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,20,1068,109,0,0,2210,264,NA,NA,NA,0.999978314,0,0,85.79899824,0.783029578,2016,18,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1022.516617,0,0,85.79899824,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,20,1068,109,0,0,2210,264,3016.779396,2210,4708.993857,0.999990627,52.57577434,0,262.5917633,0.270431607,2016,19,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,806.7793963,0,2498.993857,52.57577434,0,262.5917633,3016.779396,2210,4708.993857,316.5757743,264,526.5917633,316.5757743,264,526.5917633
2016,21,832,50,0,0,1068,109,3540.866419,2210,7006.196833,0.999892315,55.66041517,0,225.0571366,0.907084378,2016,17,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,524.0870224,0,2297.202976,55.66041517,0,225.0571366,3540.866419,2210,7006.196833,372.2361895,264,751.6488999,372.2361895,264,751.6488999
2016,21,832,50,0,0,1068,109,NA,NA,NA,0.999978314,0,0,129.9882916,0.78303319,2016,18,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1430.259015,0,0,129.9882916,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,21,832,50,0,0,1068,109,NA,NA,NA,0.999990627,37.5983484,0,270.0459328,0.270443795,2016,19,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,672.0361617,0,2902.430471,37.5983484,0,270.0459328,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,21,832,50,0,0,1068,109,1068,1068,1965.315741,0.999983178,0,0,63.83673662,0.204324216,2016,20,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,897.3157411,0,0,63.83673662,1068,1068,1965.315741,109,109,172.8367366,109,109,172.8367366
2016,22,620,0,0,0,832,50,1068,1068,3690.300953,0.999978314,0,0,153.3805407,0.78303319,2016,18,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1724.985212,0,0,153.3805407,1068,1068,3690.300953,109,109,326.2172773,109,109,326.2172773
2016,22,620,0,0,0,832,50,NA,NA,NA,0.999990627,30.08530193,0,267.7903635,0.270452795,2016,19,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,559.2358324,0,3069.597107,30.08530193,0,267.7903635,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,22,620,0,0,0,832,50,NA,NA,NA,0.999983178,0,0,85.88270825,0.204327923,2016,20,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1620.066693,0,0,85.88270825,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,22,620,0,0,0,832,50,832,832,2451.149874,0.999976865,0,0,41.18677569,0.062115506,2016,21,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1619.149874,0,0,41.18677569,832,832,2451.149874,50,50,91.18677569,50,50,91.18677569
2016,23,2264,417,1644,417,620,0,1296.499022,832,5608.150629,0.999990627,39.34492086,0,254.7988563,0.270452795,2016,19,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,464.499022,0,3157.000755,39.34492086,0,254.7988563,1296.499022,832,5608.150629,89.34492086,50,345.985632,89.34492086,50,345.985632
2016,23,2264,417,1644,417,620,0,NA,NA,NA,0.999983178,1.719859225,0,151.3299008,0.204330605,2016,20,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2049.148302,1.719859225,0,151.3299008,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,23,2264,417,1644,417,620,0,NA,NA,NA,0.999976865,12.74943548,0,118.5737778,0.062132434,2016,21,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2205.774659,12.74943548,0,118.5737778,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,23,2264,417,1644,417,620,0,620,620,2234.282862,0.99997933,0,0,187.2410134,0.567169445,2016,22,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1614.282862,0,0,187.2410134,620,620,2234.282862,0,0,187.2410134,0,0,187.2410134
2016,24,1392,216,0,0,2264,417,620,620,4601.817273,0.999983178,17.3462977,0,211.6112494,0.204330605,2016,20,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2367.534412,17.3462977,0,211.6112494,620,620,4601.817273,17.3462977,0,398.8522628,17.3462977,0,398.8522628
2016,24,1392,216,0,0,2264,417,NA,NA,NA,0.999976865,28.22905399,0,181.9071855,0.062146306,2016,21,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2635.055232,28.22905399,0,181.9071855,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,24,1392,216,0,0,2264,417,NA,NA,NA,0.99997933,0,0,263.4506855,0.56717724,2016,22,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2148.6952,0,0,263.4506855,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,24,1392,216,0,0,2264,417,3639.145776,2264,5545.419969,0.999990171,251.611782,35.10449452,614.4330583,0.373229048,2016,23,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,1375.145776,0,3281.419969,251.611782,35.10449452,614.4330583,3639.145776,2264,5545.419969,668.611782,452.1044945,1031.433058,668.611782,452.1044945,1031.433058
2016,25,2679,437,1287,221,1392,216,3639.145776,2264,8321.97321,0.999976865,18.74656798,0,140.2332365,0.062146306,2016,21,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2776.553241,18.74656798,0,140.2332365,3639.145776,2264,8321.97321,687.3583499,452.1044945,1171.666295,687.3583499,452.1044945,1171.666295
2016,25,2679,437,1287,221,1392,216,NA,NA,NA,0.99997933,0,0,269.7179738,0.567183607,2016,22,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2492.091186,0,0,269.7179738,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,25,2679,437,1287,221,1392,216,NA,NA,NA,0.999990171,186.5254114,0,591.2082083,0.373238144,2016,23,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,1149.296522,0,3623.305929,186.5254114,0,591.2082083,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,25,2679,437,1287,221,1392,216,1392,1392,2757.350591,0.99998131,0,0,161.8285412,0.304152088,2016,24,52,4,1,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,1365.350591,0,0,161.8285412,1392,1392,2757.350591,216,216,377.8285412,216,216,377.8285412
2016,26,1945,290,0,0,2679,437,1392,1392,5475.740797,0.99997933,0,0,265.7169673,0.567183607,2016,22,52,4,4,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2718.390206,0,0,265.7169673,1392,1392,5475.740797,216,216,643.5455086,216,216,643.5455086
2016,26,1945,290,0,0,2679,437,NA,NA,NA,0.999990171,86.20547545,0,511.2741736,0.373245774,2016,23,52,4,3,bivar_kfar1gaussJags8_2_diff,bivar,informative,969.6291745,0,3808.306191,86.20547545,0,511.2741736,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,26,1945,290,0,0,2679,437,NA,NA,NA,0.99998131,0,0,170.2930614,0.304153305,2016,24,52,4,2,bivar_kfar1gaussJags8_2_diff,bivar,informative,0,0,2196.725382,0,0,170.2930614,NA,NA,NA,NA,NA,NA,NA,NA,NA
