"year","week","forecast_origin_id","forecast_step","total_vol","Detected","model","dep_var","fit","lwr","upr","res","within_CI"
2016,23,19,4,2264,417,"kalman_filter","total_vol",1253.392241,0,2699.680693,1010.607759,1
2016,23,20,3,2264,417,"kalman_filter","total_vol",737.2580415,0,2055.585859,1526.7419585,0
2016,23,21,2,2264,417,"kalman_filter","total_vol",630.5404891,0,1747.719249,1633.4595109,0
2016,23,22,1,2264,417,"kalman_filter","total_vol",544.3439069,0,1347.956319,1719.6560931,0
2016,24,20,4,1392,216,"kalman_filter","total_vol",644.3656461,0,2082.133693,747.6343539,1
2016,24,21,3,1392,216,"kalman_filter","total_vol",549.5561721,0,1876.45682,842.4438279,1
2016,24,22,2,1392,216,"kalman_filter","total_vol",475.2823083,0,1582.585648,916.7176917,1
2016,24,23,1,1392,216,"kalman_filter","total_vol",1911.866815,1026.894367,2803.670648,-519.866815,1
2016,25,21,4,2679,437,"kalman_filter","total_vol",477.1398932,0,1942.79378,2201.8601068,0
2016,25,22,3,2679,437,"kalman_filter","total_vol",410.7282705,0,1697.374766,2268.2717295,0
2016,25,23,2,2679,437,"kalman_filter","total_vol",1664.59276,475.1663255,2881.266154,1014.40724,1
2016,25,24,1,2679,437,"kalman_filter","total_vol",1222.119167,356.1522747,2089.285236,1456.880833,0
2016,26,22,4,1945,290,"kalman_filter","total_vol",358.7093462,0,1777.964183,1586.2906538,0
2016,26,23,3,1945,290,"kalman_filter","total_vol",1447.753638,71.89450117,2844.21107,497.246362,1
2016,26,24,2,1945,290,"kalman_filter","total_vol",1061.65925,0,2264.705882,883.34075,1
2016,26,25,1,1945,290,"kalman_filter","total_vol",2265.579651,1357.033371,3187.337541,-320.579651,1
2016,27,23,4,1740,164,"kalman_filter","total_vol",1263.505132,0,2806.584727,476.494868,1
2016,27,24,3,1740,164,"kalman_filter","total_vol",923.8126987,0,2310.050425,816.1873013,1
2016,27,25,2,1740,164,"kalman_filter","total_vol",1972.053229,731.0955235,3231.707311,-232.053229,1
2016,27,26,1,1740,164,"kalman_filter","total_vol",1699.294527,789.1386761,2586.869747,40.705473,1
2016,28,24,4,1660,97,"kalman_filter","total_vol",798.5259652,0,2309.963004,861.4740348,1
2016,28,25,3,1660,97,"kalman_filter","total_vol",1718.785786,268.8034086,3182.223742,-58.7857859999999,1
2016,28,26,2,1660,97,"kalman_filter","total_vol",1478.8181,250.0596105,2707.440255,181.1819,1
2016,28,27,1,1660,97,"kalman_filter","total_vol",1496.996092,604.9425993,2373.854802,163.003908,1
2016,29,25,4,148,0,"kalman_filter","total_vol",1501.763297,0,3118.877529,-1353.763297,1
2016,29,26,3,148,0,"kalman_filter","total_vol",1292.438425,0,2709.331297,-1144.438425,1
2016,29,27,2,148,0,"kalman_filter","total_vol",1308.472572,72.00983823,2516.847867,-1160.472572,1
2016,29,28,1,148,0,"kalman_filter","total_vol",1424.545525,545.7212725,2308.057447,-1276.545525,0
2016,30,26,4,1785,214,"kalman_filter","total_vol",1126.398028,0,2709.350394,658.601972,1
2016,30,27,3,1785,214,"kalman_filter","total_vol",1140.993092,0,2556.484316,644.006908,1
2016,30,28,2,1785,214,"kalman_filter","total_vol",1248.847599,42.3806223,2469.877413,536.152401,1
2016,30,29,1,1785,214,"kalman_filter","total_vol",209.3426171,0,1114.607441,1575.6573829,0
2016,31,27,4,1604,173,"kalman_filter","total_vol",998.6662602,0,2560.720982,605.3337398,1
2016,31,28,3,1604,173,"kalman_filter","total_vol",1094.034565,0,2506.523038,509.965435,1
2016,31,29,2,1604,173,"kalman_filter","total_vol",178.2359487,0,1426.867484,1425.7640513,0
2016,31,30,1,1604,173,"kalman_filter","total_vol",1467.833493,512.8753423,2432.448453,136.166507,1
2016,32,28,4,1038,91,"kalman_filter","total_vol",960.0750234,0,2497.626737,77.9249766,1
2016,32,29,3,1038,91,"kalman_filter","total_vol",153.8165935,0,1594.55908,884.1834065,1
2016,32,30,2,1038,91,"kalman_filter","total_vol",1272.59967,0,2564.255568,-234.59967,1
2016,32,31,1,1038,91,"kalman_filter","total_vol",1375.005445,429.8016641,2314.687043,-337.005445,1
2016,33,29,4,810,36,"kalman_filter","total_vol",136.1140189,0,1712.868649,673.8859811,1
2016,33,30,3,810,36,"kalman_filter","total_vol",1112.345697,0,2617.989495,-302.345697,1
2016,33,31,2,810,36,"kalman_filter","total_vol",1194.155868,0,2490.25685,-384.155868,1
2016,33,32,1,810,36,"kalman_filter","total_vol",911.3011727,0,1840.723611,-101.3011727,1
2016,34,30,4,835,53,"kalman_filter","total_vol",969.692214,0,2600.429135,-134.692214,1
2016,34,31,3,835,53,"kalman_filter","total_vol",1037.883968,0,2521.676575,-202.883968,1
2016,34,32,2,835,53,"kalman_filter","total_vol",791.8142011,0,2066.056243,43.1857989,1
2016,34,33,1,835,53,"kalman_filter","total_vol",697.8853825,0,1633.286002,137.1146175,1
2016,35,31,4,681,22,"kalman_filter","total_vol",903.2827467,0,2548.576295,-222.2827467,1
2016,35,32,3,681,22,"kalman_filter","total_vol",691.802162,0,2166.640381,-10.802162,1
2016,35,33,2,681,22,"kalman_filter","total_vol",601.7113326,0,1870.508379,79.2886674,1
2016,35,34,1,681,22,"kalman_filter","total_vol",716.708954,0,1641.194793,-35.7089539999999,1
2016,36,32,4,472,19,"kalman_filter","total_vol",599.4722881,0,2216.734539,-127.4722881,1
2016,36,33,3,472,19,"kalman_filter","total_vol",522.341323,0,2001.944964,-50.341323,1
2016,36,34,2,472,19,"kalman_filter","total_vol",621.3680412,0,1880.677997,-149.3680412,1
2016,36,35,1,472,19,"kalman_filter","total_vol",588.2560796,0,1510.174213,-116.2560796,1
2016,37,33,4,557,21,"kalman_filter","total_vol",458.1608153,0,2080.362597,98.8391847,1
2016,37,34,3,557,21,"kalman_filter","total_vol",546.1307351,0,2035.368403,10.8692649,1
2016,37,35,2,557,21,"kalman_filter","total_vol",515.2854718,0,1774.623608,41.7145282,1
2016,37,36,1,557,21,"kalman_filter","total_vol",413.0766341,0,1319.594752,143.9233659,1
2016,38,34,4,348,1,"kalman_filter","total_vol",471.8821064,0,2064.467414,-123.8821064,1
2016,38,35,3,348,1,"kalman_filter","total_vol",450.8424486,0,1902.010965,-102.8424486,1
2016,38,36,2,348,1,"kalman_filter","total_vol",356.9194263,0,1596.768571,-8.9194263,1
2016,38,37,1,348,1,"kalman_filter","total_vol",475.6545305,0,1384.153964,-127.6545305,1
2016,39,35,4,249,1,"kalman_filter","total_vol",392.5607638,0,1977.041429,-143.5607638,1
2016,39,36,3,249,1,"kalman_filter","total_vol",311.5811992,0,1736.046723,-62.5811992,1
2016,39,37,2,249,1,"kalman_filter","total_vol",409.8442378,0,1646.100875,-160.8442378,1
2016,39,38,1,249,1,"kalman_filter","total_vol",302.8978608,0,1215.184272,-53.8978608,1
2016,40,36,4,245,2,"kalman_filter","total_vol",266.9802505,0,1829.995814,-21.9802505,1
2016,40,37,3,245,2,"kalman_filter","total_vol",355.3957492,0,1785.476801,-110.3957492,1
2016,40,38,2,245,2,"kalman_filter","total_vol",259.178051,0,1500.163475,-14.178051,1
2016,40,39,1,245,2,"kalman_filter","total_vol",217.0282983,0,1111.323628,27.9717017,1
2016,41,37,4,154,1,"kalman_filter","total_vol",310.7502929,0,1873.028762,-156.7502929,1
2016,41,38,3,154,1,"kalman_filter","total_vol",231.77497,0,1668.17774,-77.77497,1
2016,41,39,2,154,1,"kalman_filter","total_vol",188.9868561,0,1390.780921,-34.9868561,1
2016,41,40,1,154,1,"kalman_filter","total_vol",209.5114796,0,1100.847083,-55.5114796,1
2016,42,38,4,71,0,"kalman_filter","total_vol",202.4745735,0,1763.999463,-131.4745735,1
2016,42,39,3,71,0,"kalman_filter","total_vol",160.8799759,0,1572.1369,-89.8799759,1
2016,42,40,2,71,0,"kalman_filter","total_vol",180.4743347,0,1402.767537,-109.4743347,1
2016,42,41,1,71,0,"kalman_filter","total_vol",135.9044153,0,1011.943581,-64.9044153,1
2016,43,39,4,80,0,"kalman_filter","total_vol",139.0755053,0,1687.916613,-59.0755053,1
2016,43,40,3,80,0,"kalman_filter","total_vol",157.5541101,0,1557.907037,-77.5541101,1
2016,43,41,2,80,0,"kalman_filter","total_vol",117.9829458,0,1325.208958,-37.9829458,1
2016,43,42,1,80,0,"kalman_filter","total_vol",63.41457955,0,940.4401477,16.58542045,1
2016,44,40,4,168,2,"kalman_filter","total_vol",136.8004849,0,1642.382834,31.1995151,1
2016,44,41,3,168,2,"kalman_filter","total_vol",103.6946606,0,1489.742516,64.3053394,1
2016,44,42,2,168,2,"kalman_filter","total_vol",52.40470298,0,1225.160283,115.59529702,1
2016,44,43,1,168,2,"kalman_filter","total_vol",66.50324885,0,935.4332047,101.49675115,1
2016,45,41,4,50,0,"kalman_filter","total_vol",90.25887699,0,1605.798486,-40.25887699,1
2016,45,42,3,50,0,"kalman_filter","total_vol",37.78509685,0,1422.459021,12.21490315,1
2016,45,43,2,50,0,"kalman_filter","total_vol",60.02824581,0,1245.179464,-10.02824581,1
2016,45,44,1,50,0,"kalman_filter","total_vol",139.220381,0,1007.683549,-89.220381,1
2016,46,42,4,188,1,"kalman_filter","total_vol",32.00975248,0,1542.581273,155.99024752,1
2016,46,43,3,188,1,"kalman_filter","total_vol",50.21981865,0,1417.637869,137.78018135,1
2016,46,44,2,188,1,"kalman_filter","total_vol",114.7988234,0,1285.689338,73.2011766,1
2016,46,45,1,188,1,"kalman_filter","total_vol",46.2707857,0,892.7010473,141.7292143,1
2016,47,43,4,100,1,"kalman_filter","total_vol",44.82382218,0,1537.337492,55.17617782,1
2016,47,44,3,100,1,"kalman_filter","total_vol",102.0741646,0,1461.015998,-2.0741646,1
2016,47,45,2,100,1,"kalman_filter","total_vol",37.54510028,0,1193.070623,62.45489972,1
2016,47,46,1,100,1,"kalman_filter","total_vol",161.1764275,0,1013.512787,-61.1764275,1
2016,48,44,4,163,3,"kalman_filter","total_vol",84.80249724,0,1538.858678,78.19750276,1
2016,48,45,3,163,3,"kalman_filter","total_vol",28.71497498,0,1376.324609,134.28502502,1
2016,48,46,2,163,3,"kalman_filter","total_vol",139.3855367,0,1294.326556,23.6144633,1
2016,48,47,1,163,3,"kalman_filter","total_vol",86.31266123,0,937.7481968,76.68733877,1
2016,49,45,4,307,2,"kalman_filter","total_vol",22.59102066,0,1494.272071,284.40897934,1
2016,49,46,3,307,2,"kalman_filter","total_vol",119.2931681,0,1444.362542,187.7068319,1
2016,49,47,2,307,2,"kalman_filter","total_vol",73.88962868,0,1223.21591,233.11037132,1
2016,49,48,1,307,2,"kalman_filter","total_vol",139.0457809,0,996.3927734,167.9542191,1
2016,50,46,4,69,1,"kalman_filter","total_vol",103.3443459,0,1562.670973,-34.3443459,1
2016,50,47,3,69,1,"kalman_filter","total_vol",65.38203076,0,1397.123942,3.61796923999999,1
2016,50,48,2,69,1,"kalman_filter","total_vol",119.7017186,0,1262.38673,-50.7017186,1
2016,50,49,1,69,1,"kalman_filter","total_vol",260.9781161,0,1092.991079,-191.9781161,1
2016,51,47,4,9,0,"kalman_filter","total_vol",55.95096814,0,1518.997952,-46.95096814,1
2016,51,48,3,9,0,"kalman_filter","total_vol",103.033146,0,1422.406492,-94.033146,1
2016,51,49,2,9,0,"kalman_filter","total_vol",222.7616099,0,1340.576904,-213.7616099,1
2016,51,50,1,9,0,"kalman_filter","total_vol",60.24340951,0,894.2200893,-51.24340951,1
2016,52,48,4,64,0,"kalman_filter","total_vol",86.54861885,0,1522.198872,-22.54861885,1
2016,52,49,3,64,0,"kalman_filter","total_vol",196.2724212,0,1481.554947,-132.2724212,1
2016,52,50,2,64,0,"kalman_filter","total_vol",53.19949493,0,1167.122617,10.80050507,1
2016,52,51,1,64,0,"kalman_filter","total_vol",8.037181596,0,841.4083225,55.962818404,1
2017,3,2,1,247,1,"kalman_filter","total_vol",82.23145169,0,818.4770368,164.76854831,1
2017,4,2,2,295,0,"kalman_filter","total_vol",69.06879754,0,1038.615925,225.93120246,1
2017,4,3,1,295,0,"kalman_filter","total_vol",184.2075662,0,918.7694563,110.7924338,1
2017,5,2,3,192,0,"kalman_filter","total_vol",53.0057655,0,1155.54014,138.9942345,1
2017,5,3,2,192,0,"kalman_filter","total_vol",161.3370908,0,1131.562758,30.6629092,1
2017,5,4,1,192,0,"kalman_filter","total_vol",219.7267732,0,934.7088799,-27.7267732,1
2017,6,2,4,517,3,"kalman_filter","total_vol",42.2207939,0,1254.822383,474.7792061,1
2017,6,3,3,517,3,"kalman_filter","total_vol",134.5458226,0,1245.702894,382.4541774,1
2017,6,4,2,517,3,"kalman_filter","total_vol",183.7160848,0,1139.169001,333.2839152,1
2017,6,5,1,517,3,"kalman_filter","total_vol",156.8068489,0,853.8098967,360.1931511,1
2017,7,3,4,505,3,"kalman_filter","total_vol",114.8726775,0,1329.536375,390.1273225,1
2017,7,4,3,505,3,"kalman_filter","total_vol",159.0932481,0,1255.270294,345.9067519,1
2017,7,5,2,505,3,"kalman_filter","total_vol",135.9227097,0,1060.562422,369.0772903,1
2017,7,6,1,505,3,"kalman_filter","total_vol",378.8991923,0,1129.668906,126.1008077,1
2017,8,4,4,455,3,"kalman_filter","total_vol",138.7353703,0,1346.477195,316.2646297,1
2017,8,5,3,455,3,"kalman_filter","total_vol",118.7310795,0,1194.251898,336.2689205,1
2017,8,6,2,455,3,"kalman_filter","total_vol",325.0309996,0,1315.709891,129.9690004,1
2017,8,7,1,455,3,"kalman_filter","total_vol",410.7415096,0,1133.268021,44.2584904,1
2017,9,5,4,636,5,"kalman_filter","total_vol",98.96109374,0,1269.666839,537.03890626,1
2017,9,6,3,636,5,"kalman_filter","total_vol",282.9299685,0,1404.108374,353.0700315,1
2017,9,7,2,636,5,"kalman_filter","total_vol",354.0233965,0,1309.004991,281.9766035,1
2017,9,8,1,636,5,"kalman_filter","total_vol",376.4346928,0,1082.376505,259.5653072,1
2017,10,6,4,572,5,"kalman_filter","total_vol",241.0196673,0,1459.165522,330.9803327,1
2017,10,7,3,572,5,"kalman_filter","total_vol",301.5949726,0,1391.583111,270.4050274,1
2017,10,8,2,572,5,"kalman_filter","total_vol",326.9446346,0,1264.296687,245.0553654,1
2017,10,9,1,572,5,"kalman_filter","total_vol",514.1104384,0,1234.187677,57.8895616,1
2017,11,7,4,1000,14,"kalman_filter","total_vol",260.2076149,0,1467.352505,739.7923851,1
2017,11,8,3,1000,14,"kalman_filter","total_vol",281.4152001,0,1364.050537,718.5847999,1
2017,11,9,2,1000,14,"kalman_filter","total_vol",442.8252421,0,1377.977717,557.1747579,1
2017,11,10,1,1000,14,"kalman_filter","total_vol",480.0932914,0,1188.055498,519.9067086,1
2017,12,8,4,749,8,"kalman_filter","total_vol",243.9988608,0,1428.223873,505.0011392,1
2017,12,9,3,749,8,"kalman_filter","total_vol",383.2332075,0,1471.875473,365.7667925,1
2017,12,10,2,749,8,"kalman_filter","total_vol",415.6648424,0,1359.753813,333.3351576,1
2017,12,11,1,749,8,"kalman_filter","total_vol",805.7285525,90.70096251,1528.790177,-56.7285525,1
2017,13,9,4,609,1,"kalman_filter","total_vol",329.184297,0,1509.957545,279.815703,1
2017,13,10,3,609,1,"kalman_filter","total_vol",360.5485155,0,1452.702001,248.4514845,1
2017,13,11,2,609,1,"kalman_filter","total_vol",698.8469548,0,1671.158615,-89.8469548,1
2017,13,12,1,609,1,"kalman_filter","total_vol",642.6391332,0,1352.467257,-33.6391331999999,1
2017,14,10,4,1324,54,"kalman_filter","total_vol",312.7166612,0,1494.747025,1011.2833388,1
2017,14,11,3,1324,54,"kalman_filter","total_vol",607.532683,0,1744.665811,716.467317,1
2017,14,12,2,1324,54,"kalman_filter","total_vol",553.834035,0,1503.398768,770.165965,1
2017,14,13,1,1324,54,"kalman_filter","total_vol",527.2285561,0,1239.964175,796.7714439,0
2017,15,11,4,885,39,"kalman_filter","total_vol",526.9807219,0,1766.734116,358.0192781,1
2017,15,12,3,885,39,"kalman_filter","total_vol",479.041629,0,1571.307452,405.958371,1
2017,15,13,2,885,39,"kalman_filter","total_vol",457.3139105,0,1402.057549,427.6860895,1
2017,15,14,1,885,39,"kalman_filter","total_vol",1068.719526,317.600135,1836.378336,-183.719526,1
2017,16,12,4,0,0,"kalman_filter","total_vol",412.7183611,0,1608.526619,-412.7183611,1
2017,16,13,3,0,0,"kalman_filter","total_vol",392.4478656,0,1485.874894,-392.4478656,1
2017,16,14,2,0,0,"kalman_filter","total_vol",925.4615843,0,1952.180888,-925.4615843,1
2017,16,15,1,0,0,"kalman_filter","total_vol",776.3010286,22.29023374,1528.498671,-776.3010286,0
2017,17,13,4,0,0,"kalman_filter","total_vol",340.8529897,0,1533.260721,-340.8529897,1
2017,17,14,3,0,0,"kalman_filter","total_vol",805.2738331,0,1987.372884,-805.2738331,1
2017,17,15,2,0,0,"kalman_filter","total_vol",670.5404092,0,1687.268982,-670.5404092,1
2017,17,16,1,0,0,"kalman_filter","total_vol",62.34203964,0,830.9824372,-62.34203964,1
2017,18,14,4,1673,156,"kalman_filter","total_vol",702.0169864,0,1993.143682,970.9830136,1
2017,18,15,3,1673,156,"kalman_filter","total_vol",580.0464069,0,1745.692712,1092.9535931,1
2017,18,16,2,1673,156,"kalman_filter","total_vol",53.13498838,0,1085.847732,1619.86501162,0
2017,18,17,1,1673,156,"kalman_filter","total_vol",12.53380172,0,764.7211463,1660.46619828,0
2017,19,15,4,2381,309,"kalman_filter","total_vol",502.7750876,0,1769.485433,1878.2249124,0
2017,19,16,3,2381,309,"kalman_filter","total_vol",50.07309432,0,1233.258658,2330.92690568,0
2017,19,17,2,2381,309,"kalman_filter","total_vol",10.87416028,0,1020.682542,2370.12583972,0
2017,19,18,1,2381,309,"kalman_filter","total_vol",1356.02789,515.2397516,2198.016584,1024.97211,0
2017,20,16,4,214,0,"kalman_filter","total_vol",42.71273122,0,1350.052203,171.28726878,1
2017,20,17,3,214,0,"kalman_filter","total_vol",9.13630309,0,1164.459315,204.86369691,1
2017,20,18,2,214,0,"kalman_filter","total_vol",1160.55055,34.09041479,2268.121072,-946.55055,1
2017,20,19,1,214,0,"kalman_filter","total_vol",2033.301367,1196.928535,2870.697552,-1819.301367,0
2017,21,17,4,399,0,"kalman_filter","total_vol",8.472784173,0,1281.226649,390.527215827,1
2017,21,18,3,399,0,"kalman_filter","total_vol",1000.472232,0,2306.081691,-601.472232,1
2017,21,19,2,399,0,"kalman_filter","total_vol",1743.577139,618.505124,2875.864393,-1344.577139,0
2017,21,20,1,399,0,"kalman_filter","total_vol",220.3284482,0,1112.099836,178.6715518,1
2017,22,18,4,504,0,"kalman_filter","total_vol",862.7548226,0,2280.607685,-358.7548226,1
2017,22,19,3,504,0,"kalman_filter","total_vol",1501.861611,208.7784663,2823.174121,-997.861611,1
2017,22,20,2,504,0,"kalman_filter","total_vol",188.7801934,0,1389.285337,315.2198066,1
2017,22,21,1,504,0,"kalman_filter","total_vol",324.0972035,0,1208.426684,179.9027965,1
2017,23,19,4,2837,538,"kalman_filter","total_vol",1288.178205,0,2731.453805,1548.821795,0
2017,23,20,3,2837,538,"kalman_filter","total_vol",160.0349295,0,1516.758662,2676.9650705,0
2017,23,21,2,2837,538,"kalman_filter","total_vol",273.6121101,0,1447.161915,2563.3878899,0
2017,23,22,1,2837,538,"kalman_filter","total_vol",411.1074214,0,1275.242271,2425.8925786,0
2017,24,20,4,2379,320,"kalman_filter","total_vol",140.2355248,0,1610.474214,2238.7644752,0
2017,24,21,3,2379,320,"kalman_filter","total_vol",235.0094538,0,1578.107435,2143.9905462,0
2017,24,22,2,2379,320,"kalman_filter","total_vol",347.2756524,0,1501.059609,2031.7243476,0
2017,24,23,1,2379,320,"kalman_filter","total_vol",2406.266077,1426.691596,3388.663611,-27.2660770000002,1
2017,25,21,4,2260,421,"kalman_filter","total_vol",200.4337926,0,1665.63692,2059.5662074,0
2017,25,22,3,2260,421,"kalman_filter","total_vol",294.3143505,0,1628.948533,1965.6856495,0
2017,25,23,2,2260,421,"kalman_filter","total_vol",2052.646009,743.4232509,3392.743335,207.353991,1
2017,25,24,1,2260,421,"kalman_filter","total_vol",2022.367747,1058.273238,2988.48242,237.632253,1
2017,26,22,4,1698,256,"kalman_filter","total_vol",250.5254824,0,1700.912145,1447.4745176,1
2017,26,23,3,1698,256,"kalman_filter","total_vol",1756.359385,249.3761997,3291.671982,-58.359385,1
